NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
5,100,3,BNBUSDT,F_001,2026-06-08T17:05:00+00:00,2026-06-08T18:05:00+00:00,604.214459,608.707823,1000.0,7.4367,,tp,12
5,100,3,BNBUSDT,F_001,2026-06-08T20:10:00+00:00,2026-06-08T20:15:00+00:00,607.498723,604.792897,1000.0,-4.454,,stop,1
5,100,3,BNBUSDT,F_001,2026-06-08T20:20:00+00:00,2026-06-08T22:15:00+00:00,606.88793,604.105856,1000.0,-4.5842,,stop,23
5,100,3,BNBUSDT,F_001,2026-06-08T22:05:00+00:00,2026-06-08T22:10:00+00:00,607.859191,604.993105,1000.0,-4.715,,stop,1
5,100,3,BNBUSDT,F_001,2026-06-09T07:30:00+00:00,2026-06-09T09:30:00+00:00,602.442158,599.655876,1000.0,-4.625,,stop,24
5,100,3,BNBUSDT,F_001,2026-06-09T23:00:00+00:00,2026-06-09T23:35:00+00:00,593.650744,591.002869,1000.0,-4.4603,,stop,7
5,100,3,BNBUSDT,F_001,2026-06-10T16:50:00+00:00,2026-06-10T17:35:00+00:00,592.018625,587.405433,1000.0,-7.7923,,stop,9
5,100,3,BNBUSDT,F_001,2026-06-11T02:10:00+00:00,2026-06-11T02:30:00+00:00,592.389106,589.187879,1000.0,-5.4039,,stop,4
5,100,3,BNBUSDT,F_001,2026-06-11T04:35:00+00:00,2026-06-11T08:05:00+00:00,594.87233,598.838541,1000.0,6.6673,,tp,42
5,100,3,BNBUSDT,F_001,2026-06-11T07:15:00+00:00,2026-06-11T08:05:00+00:00,596.184033,598.436481,1000.0,3.7781,,tp,10
5,100,3,BNBUSDT,F_001,2026-06-11T09:20:00+00:00,2026-06-11T12:20:00+00:00,599.748661,596.586375,1000.0,-5.2727,,stop,36
5,100,3,BNBUSDT,F_001,2026-06-11T09:30:00+00:00,2026-06-11T12:20:00+00:00,599.658544,597.05422,1000.0,-4.343,,stop,34
5,100,3,BNBUSDT,F_001,2026-06-11T19:10:00+00:00,2026-06-11T20:25:00+00:00,603.803926,600.663476,1000.0,-5.2011,,stop,15
5,100,3,BNBUSDT,F_001,2026-06-11T20:15:00+00:00,2026-06-11T20:25:00+00:00,604.214459,601.407326,1000.0,-4.6459,,stop,2
5,100,3,BNBUSDT,F_001,2026-06-11T20:25:00+00:00,2026-06-11T20:25:00+00:00,603.914069,601.459725,1000.0,-4.0641,,stop,0
5,100,3,BNBUSDT,F_001,2026-06-11T20:30:00+00:00,2026-06-11T23:40:00+00:00,602.221872,605.111346,1000.0,4.798,,tp,38
5,100,3,BNBUSDT,F_001,2026-06-11T22:00:00+00:00,2026-06-11T23:00:00+00:00,604.074277,601.872253,1000.0,-3.6453,,stop,12
5,100,3,BNBUSDT,F_001,2026-06-11T23:05:00+00:00,2026-06-12T01:25:00+00:00,603.7839,601.516625,1000.0,-3.7551,,stop,28
5,100,3,BNBUSDT,F_001,2026-06-12T01:05:00+00:00,2026-06-12T01:25:00+00:00,604.454771,601.782864,1000.0,-4.4204,,stop,4
5,100,3,BNBUSDT,F_001,2026-06-12T10:30:00+00:00,2026-06-12T13:40:00+00:00,605.676357,603.245403,1000.0,-4.0136,,stop,38
5,100,3,BNBUSDT,F_001,2026-06-12T15:50:00+00:00,2026-06-12T19:45:00+00:00,608.199633,603.696663,1000.0,-7.4038,,stop,47
