NOVA_BODY,NOVA_RNG_ATR,NOVA_LB,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T02:40:00+00:00,2026-06-01T03:00:00+00:00,9.118839,9.202004,1000.0,9.1201,,tp,4
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T03:05:00+00:00,2026-06-01T04:05:00+00:00,9.210959,9.145055,1000.0,-7.155,,stop,12
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T09:05:00+00:00,2026-06-01T11:55:00+00:00,9.022714,8.966329,1000.0,-6.2493,,stop,34
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T09:20:00+00:00,2026-06-01T10:10:00+00:00,9.040738,8.986326,1000.0,-6.0185,,stop,10
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T11:10:00+00:00,2026-06-01T11:45:00+00:00,9.050751,9.000178,1000.0,-5.5877,,stop,7
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T15:35:00+00:00,2026-06-01T16:05:00+00:00,8.951622,8.874356,1000.0,-8.6315,,stop,6
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T16:50:00+00:00,2026-06-01T17:30:00+00:00,8.981661,9.063863,1000.0,9.1522,,tp,8
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T17:00:00+00:00,2026-06-01T22:00:00+00:00,9.017708,8.958047,1000.0,-6.6159,,stop,60
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T17:30:00+00:00,2026-06-01T21:10:00+00:00,9.061765,8.99848,1000.0,-6.9837,,stop,44
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T19:30:00+00:00,2026-06-01T20:05:00+00:00,9.095809,9.051456,1000.0,-4.8763,,stop,7
0.4,0.6,10,LINKUSDT,F_126,2026-06-01T22:50:00+00:00,2026-06-02T01:00:00+00:00,9.044743,8.979626,1000.0,-7.1995,,stop,26
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T03:00:00+00:00,2026-06-02T05:00:00+00:00,8.999684,8.913225,1000.0,-9.6069,,stop,24
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T03:55:00+00:00,2026-06-02T04:05:00+00:00,9.040738,8.978194,1000.0,-6.918,,stop,2
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T10:10:00+00:00,2026-06-02T11:30:00+00:00,8.853495,8.794475,1000.0,-6.6662,,stop,16
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T13:05:00+00:00,2026-06-02T14:05:00+00:00,8.866512,8.808474,1000.0,-6.5457,,stop,12
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T16:15:00+00:00,2026-06-02T18:15:00+00:00,8.709307,8.590126,1000.0,-13.6844,,stop,24
0.4,0.6,10,LINKUSDT,F_126,2026-06-02T21:30:00+00:00,2026-06-02T22:00:00+00:00,8.590153,8.514783,1000.0,-8.7739,,stop,6
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T00:20:00+00:00,2026-06-03T01:40:00+00:00,8.435952,8.34295,1000.0,-11.0246,,stop,16
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T05:00:00+00:00,2026-06-03T06:30:00+00:00,8.380881,8.52293,1000.0,16.9491,,tp,18
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T05:10:00+00:00,2026-06-03T15:20:00+00:00,8.492025,8.401803,1000.0,-10.6244,,stop,122
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T06:35:00+00:00,2026-06-03T06:50:00+00:00,8.566122,8.510044,1000.0,-6.5464,,stop,3
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T10:10:00+00:00,2026-06-03T11:50:00+00:00,8.576134,8.514052,1000.0,-7.239,,stop,20
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T11:05:00+00:00,2026-06-03T11:35:00+00:00,8.614184,8.552908,1000.0,-7.1134,,stop,6
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T13:20:00+00:00,2026-06-03T13:25:00+00:00,8.571128,8.509623,1000.0,-7.1759,,stop,1
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T17:35:00+00:00,2026-06-03T17:45:00+00:00,8.385888,8.290524,1000.0,-11.3719,,stop,2
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T18:50:00+00:00,2026-06-03T19:20:00+00:00,8.345836,8.272068,1000.0,-8.8389,,stop,6
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T21:10:00+00:00,2026-06-04T00:35:00+00:00,8.295771,8.190252,1000.0,-12.7195,,stop,41
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T21:35:00+00:00,2026-06-04T00:25:00+00:00,8.369867,8.265536,1000.0,-12.465,,stop,34
0.4,0.6,10,LINKUSDT,F_126,2026-06-03T21:50:00+00:00,2026-06-03T22:15:00+00:00,8.453976,8.339834,1000.0,-13.5015,,stop,5
0.4,0.6,10,LINKUSDT,F_126,2026-06-04T03:05:00+00:00,2026-06-04T08:10:00+00:00,8.190634,8.011634,1000.0,-21.8542,,stop,61
0.4,0.6,10,LINKUSDT,F_126,2026-06-04T03:20:00+00:00,2026-06-04T05:05:00+00:00,8.257721,8.128997,1000.0,-15.5884,,stop,21
0.4,0.6,10,LINKUSDT,F_126,2026-06-04T06:10:00+00:00,2026-06-04T07:05:00+00:00,8.201648,8.107951,1000.0,-11.4242,,stop,11
