NOVA_ZP,NOVA_ZTH,NOVA_WICK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
20,-1.5,0.5,BNBUSDT,F_015,2026-06-17T01:35:00+00:00,2026-06-17T02:20:00+00:00,604.725122,607.203302,1000.0,4.098,,tp,9
20,-1.5,0.5,BNBUSDT,F_015,2026-06-17T08:35:00+00:00,2026-06-17T08:35:00+00:00,603.673757,601.039959,1000.0,-4.3629,,stop,0
20,-1.5,0.5,BNBUSDT,F_015,2026-06-17T14:35:00+00:00,2026-06-17T14:45:00+00:00,604.474797,600.461752,1000.0,-6.6389,,stop,2
20,-1.5,0.5,BNBUSDT,F_015,2026-06-17T19:50:00+00:00,2026-06-17T22:00:00+00:00,599.848791,594.473541,1000.0,-8.961,,stop,26
20,-1.5,0.5,BNBUSDT,F_015,2026-07-02T19:30:00+00:00,2026-07-02T19:35:00+00:00,559.276115,557.306388,1000.0,-3.5219,,stop,1
20,-1.5,0.5,BNBUSDT,F_015,2026-07-04T01:20:00+00:00,2026-07-04T01:25:00+00:00,573.074029,570.791035,1000.0,-3.9838,,stop,1
20,-1.5,0.5,BNBUSDT,F_015,2026-07-04T05:30:00+00:00,2026-07-04T06:20:00+00:00,571.291715,568.956823,1000.0,-4.087,,stop,10
20,-1.5,0.5,BNBUSDT,F_015,2026-07-04T06:30:00+00:00,2026-07-04T08:40:00+00:00,569.959986,572.021105,1000.0,3.6163,,tp,26
20,-1.5,0.5,BNBUSDT,F_015,2026-07-04T19:20:00+00:00,2026-07-04T19:50:00+00:00,576.678709,574.839017,1000.0,-3.1902,,stop,6
20,-1.5,0.5,BNBUSDT,F_015,2026-07-04T20:30:00+00:00,2026-07-04T21:00:00+00:00,574.275589,572.292069,1000.0,-3.454,,stop,6
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T01:25:00+00:00,2026-07-05T01:30:00+00:00,572.24295,569.869726,1000.0,-4.1472,,stop,1
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T01:40:00+00:00,2026-07-05T02:10:00+00:00,571.802378,569.229987,1000.0,-4.4987,,stop,6
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T02:50:00+00:00,2026-07-05T07:30:00+00:00,569.7397,572.508756,1000.0,4.8602,,tp,56
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T09:50:00+00:00,2026-07-05T12:20:00+00:00,574.726174,578.478887,1000.0,6.5296,,tp,30
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T16:20:00+00:00,2026-07-05T18:15:00+00:00,586.751787,583.644918,1000.0,-5.295,,stop,23
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T20:45:00+00:00,2026-07-05T21:00:00+00:00,588.874543,586.478272,1000.0,-4.0692,,stop,3
20,-1.5,0.5,BNBUSDT,F_015,2026-07-05T21:15:00+00:00,2026-07-05T21:55:00+00:00,587.512775,589.984796,1000.0,4.2076,,tp,8
20,-1.5,0.5,BNBUSDT,F_015,2026-07-06T12:10:00+00:00,2026-07-06T12:40:00+00:00,575.186772,571.996494,1000.0,-5.5465,,stop,6
20,-1.5,0.5,BNBUSDT,F_015,2026-07-06T20:10:00+00:00,2026-07-06T21:05:00+00:00,584.649057,586.722468,1000.0,3.5464,,tp,11
20,-1.5,0.5,BNBUSDT,F_015,2026-07-06T23:30:00+00:00,2026-07-06T23:35:00+00:00,587.923308,585.964848,1000.0,-3.3311,,stop,1
20,-1.5,0.5,BNBUSDT,F_015,2026-07-06T23:45:00+00:00,2026-07-06T23:45:00+00:00,587.472723,585.490594,1000.0,-3.374,,stop,0
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T00:00:00+00:00,2026-07-07T01:00:00+00:00,586.781826,584.696445,1000.0,-3.5539,,stop,12
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T01:10:00+00:00,2026-07-07T01:25:00+00:00,585.339954,582.584465,1000.0,-4.7075,,stop,3
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T01:35:00+00:00,2026-07-07T02:20:00+00:00,584.25855,581.396037,1000.0,-4.8994,,stop,9
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T03:55:00+00:00,2026-07-07T04:45:00+00:00,579.55244,576.971401,1000.0,-4.4535,,stop,10
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T13:35:00+00:00,2026-07-07T13:35:00+00:00,579.422271,577.285109,1000.0,-3.6884,,stop,0
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T18:35:00+00:00,2026-07-07T18:45:00+00:00,585.179746,582.980884,1000.0,-3.7576,,stop,2
20,-1.5,0.5,BNBUSDT,F_015,2026-07-07T22:00:00+00:00,2026-07-07T22:00:00+00:00,578.801465,576.46537,1000.0,-4.0361,,stop,0
