symbol,NOVA_Z_P,NOVA_Z_TH,NOVA_WICK_RATIO,net,trades,win_pct,pf
BTCUSDT,20,-1.5,0.5,-2.013324202029507,70,71.43,0.6309724347463341
BTCUSDT,20,-1.5,0.6,-1.801609480713442,64,71.88,0.6350208954805234
BTCUSDT,20,-2.0,0.5,-0.23311736934381422,15,66.67,0.776599404383287
BTCUSDT,20,-2.0,0.6,-0.42420160128060236,13,61.54,0.5934799253508964
BTCUSDT,20,-2.5,0.5,0.1272012319367868,1,100.0,inf
BTCUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
BTCUSDT,30,-1.5,0.5,-0.9436304848599912,78,74.36,0.81527307002728
BTCUSDT,30,-1.5,0.6,-0.40679964265398866,71,76.06,0.9056269920735572
BTCUSDT,30,-2.0,0.5,-0.7593791384065702,19,68.42,0.5353522078646141
BTCUSDT,30,-2.0,0.6,-0.8232621384065717,18,66.67,0.4962635716304524
BTCUSDT,30,-2.5,0.5,0.003004522791513836,7,71.43,1.0083259227224792
BTCUSDT,30,-2.5,0.6,-0.060878477208487575,6,66.67,0.8312978360051998
BTCUSDT,50,-1.5,0.5,-1.1067468281268298,79,74.68,0.7882654113282183
BTCUSDT,50,-1.5,0.6,-1.120716494263945,69,73.91,0.76220568319139
BTCUSDT,50,-2.0,0.5,-0.9221512963818346,34,70.59,0.6332305019576969
BTCUSDT,50,-2.0,0.6,-0.8776474652338675,30,70.0,0.6138420995296469
BTCUSDT,50,-2.5,0.5,-0.46210783367902,15,66.67,0.5965501435364021
BTCUSDT,50,-2.5,0.6,-0.5259908336790206,14,64.29,0.540776176288821
ETHUSDT,20,-1.5,0.5,-0.6043948218114797,75,77.33,0.8889025236205484
ETHUSDT,20,-1.5,0.6,-0.9151936008436848,68,76.47,0.8260323067859345
ETHUSDT,20,-2.0,0.5,-0.22163235224564487,21,76.19,0.8577796934288934
ETHUSDT,20,-2.0,0.6,-0.41363685039413006,18,72.22,0.7345714239094526
ETHUSDT,20,-2.5,0.5,0.0638830000000015,1,100.0,inf
ETHUSDT,20,-2.5,0.6,0.0638830000000015,1,100.0,inf
ETHUSDT,30,-1.5,0.5,-0.4272522704325584,67,79.1,0.9122615584782864
ETHUSDT,30,-1.5,0.6,-0.4829967876244866,61,78.69,0.8951280764645736
ETHUSDT,30,-2.0,0.5,-0.3892188289032961,24,79.17,0.7970290917932564
ETHUSDT,30,-2.0,0.6,-0.5812233270517813,21,76.19,0.696902056626978
ETHUSDT,30,-2.5,0.5,0.541668113467447,4,100.0,inf
ETHUSDT,30,-2.5,0.6,0.47742961531896133,3,100.0,inf
ETHUSDT,50,-1.5,0.5,-0.2974119564868025,48,77.08,0.918581176288153
ETHUSDT,50,-1.5,0.6,-0.22464208579825173,44,77.27,0.9336965499268906
ETHUSDT,50,-2.0,0.5,0.472338318200888,19,84.21,1.4688101162282132
ETHUSDT,50,-2.0,0.6,0.3442168200524014,17,82.35,1.341645640843053
ETHUSDT,50,-2.5,0.5,0.1427289768670324,4,75.0,1.4264377191725337
ETHUSDT,50,-2.5,0.6,0.1427289768670324,4,75.0,1.4264377191725337
SOLUSDT,20,-1.5,0.5,4.40983452354805,67,85.07,1.9507503929413814
SOLUSDT,20,-1.5,0.6,4.538543342676875,58,87.93,2.304397155031552
SOLUSDT,20,-2.0,0.5,0.7738447768484547,7,85.71,3.209929688628959
SOLUSDT,20,-2.0,0.6,0.8558574167870416,4,100.0,inf
SOLUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
SOLUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
SOLUSDT,30,-1.5,0.5,1.3984022019690343,75,78.67,1.1639573874209275
SOLUSDT,30,-1.5,0.6,1.8753779470138408,66,80.3,1.254453808934049
SOLUSDT,30,-2.0,0.5,0.6506700247077979,26,76.92,1.2383898348326787
SOLUSDT,30,-2.0,0.6,1.2113651817158053,21,80.95,1.6595319611364334
SOLUSDT,30,-2.5,0.5,0.46771483336252023,1,100.0,inf
SOLUSDT,30,-2.5,0.6,0.46771483336252023,1,100.0,inf
SOLUSDT,50,-1.5,0.5,5.733154006370114,78,87.18,2.038682498758041
SOLUSDT,50,-1.5,0.6,5.383890583483778,70,87.14,2.0414775737261643
SOLUSDT,50,-2.0,0.5,2.2066675830692835,31,87.1,1.9446414961152452
SOLUSDT,50,-2.0,0.6,1.7130664543925311,27,85.19,1.7333382113545974
SOLUSDT,50,-2.5,0.5,-0.20368396205574035,10,80.0,0.7846222299311844
SOLUSDT,50,-2.5,0.6,-0.2718847215273894,9,77.78,0.7125059604726018
XLMUSDT,20,-1.5,0.5,1.6564361607201574,49,81.63,1.597378778814171
XLMUSDT,20,-1.5,0.6,1.5764425786721599,43,81.4,1.6383697328150686
XLMUSDT,20,-2.0,0.5,0.3000141660345499,7,85.71,2.079194770867323
XLMUSDT,20,-2.0,0.6,0.2361311660345518,6,83.33,1.8493982900592276
XLMUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
XLMUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
XLMUSDT,30,-1.5,0.5,-0.6944109658941396,50,74.0,0.8394804688717213
XLMUSDT,30,-1.5,0.6,-0.20170746458316505,44,75.0,0.9425964324591953
XLMUSDT,30,-2.0,0.5,-0.026490324253226102,15,73.33,0.9752374155611587
XLMUSDT,30,-2.0,0.6,-0.09037332425322418,14,71.43,0.9155209633733826
XLMUSDT,30,-2.5,0.5,0.0638830000000005,1,100.0,inf
XLMUSDT,30,-2.5,0.6,0.0638830000000005,1,100.0,inf
XLMUSDT,50,-1.5,0.5,1.726429868690906,39,84.62,1.9063237092729965
XLMUSDT,50,-1.5,0.6,1.9020224954967782,36,86.11,2.1876413647083934
XLMUSDT,50,-2.0,0.5,0.5736967069345522,14,85.71,2.096900351133465
XLMUSDT,50,-2.0,0.6,0.5098137069345541,13,84.62,1.9747569184024647
XLMUSDT,50,-2.5,0.5,-0.03481164126433221,7,71.43,0.9334406123221229
XLMUSDT,50,-2.5,0.6,-0.09869464126433031,6,66.67,0.8112971795911224
LINKUSDT,20,-1.5,0.5,1.6010230104375356,64,84.38,1.291923068130459
LINKUSDT,20,-1.5,0.6,2.275429165710117,50,86.0,1.6348916769166177
LINKUSDT,20,-2.0,0.5,0.2535303609557343,12,83.33,1.2011985098669142
LINKUSDT,20,-2.0,0.6,0.2145548861336826,6,83.33,1.2787768636164156
LINKUSDT,20,-2.5,0.5,0.45904232840535486,2,100.0,inf
LINKUSDT,20,-2.5,0.6,0.45904232840535486,2,100.0,inf
LINKUSDT,30,-1.5,0.5,0.8265456057155705,62,82.26,1.1490260947318156
LINKUSDT,30,-1.5,0.6,2.0167090045637983,52,84.62,1.5405613953375106
LINKUSDT,30,-2.0,0.5,-0.5692418324823562,17,70.59,0.7475958601650358
LINKUSDT,30,-2.0,0.6,-0.5443343073044082,12,66.67,0.6915617704857469
LINKUSDT,30,-2.5,0.5,0.46010199500254567,3,100.0,inf
LINKUSDT,30,-2.5,0.6,0.3962189950025465,2,100.0,inf
LINKUSDT,50,-1.5,0.5,0.485461083639363,61,81.97,1.086595891144841
LINKUSDT,50,-1.5,0.6,0.42190313706637156,52,82.69,1.092128143074913
LINKUSDT,50,-2.0,0.5,0.966959433237803,17,88.24,2.0940540013125926
LINKUSDT,50,-2.0,0.6,0.7753104332378059,14,85.71,1.8772151680686038
LINKUSDT,50,-2.5,0.5,0.2966691798687393,2,100.0,inf
LINKUSDT,50,-2.5,0.6,0.2966691798687393,2,100.0,inf
GRAMUSDT,20,-1.5,0.5,1.3212256460602554,19,84.21,2.2239208824194328
GRAMUSDT,20,-1.5,0.6,1.634614140424607,15,86.67,3.845454708410803
GRAMUSDT,20,-2.0,0.5,0.427254759796194,3,100.0,inf
GRAMUSDT,20,-2.0,0.6,0.36337175979619474,2,100.0,inf
GRAMUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
GRAMUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
GRAMUSDT,30,-1.5,0.5,-0.06612540363707525,17,76.47,0.9540679459544738
GRAMUSDT,30,-1.5,0.6,-0.19389140363707452,15,73.33,0.8653190764671908
GRAMUSDT,30,-2.0,0.5,0.35159057582207187,6,83.33,2.165119274242921
GRAMUSDT,30,-2.0,0.6,0.35159057582207187,6,83.33,2.165119274242921
GRAMUSDT,30,-2.5,0.5,0.0,0,0.0,0.0
GRAMUSDT,30,-2.5,0.6,0.0,0,0.0,0.0
GRAMUSDT,50,-1.5,0.5,-0.03906413789431748,11,81.82,0.955680362148437
GRAMUSDT,50,-1.5,0.6,-0.03906413789431748,11,81.82,0.955680362148437
GRAMUSDT,50,-2.0,0.5,0.4406523966364283,3,100.0,inf
GRAMUSDT,50,-2.0,0.6,0.4406523966364283,3,100.0,inf
GRAMUSDT,50,-2.5,0.5,0.1645263746681506,1,100.0,inf
GRAMUSDT,50,-2.5,0.6,0.1645263746681506,1,100.0,inf
RENDERUSDT,20,-1.5,0.5,0.24798552858072753,8,87.5,1.3361289897319297
RENDERUSDT,20,-1.5,0.6,0.24798552858072753,8,87.5,1.3361289897319297
RENDERUSDT,20,-2.0,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,20,-2.0,0.6,0.0638829999999996,1,100.0,inf
RENDERUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
RENDERUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
RENDERUSDT,30,-1.5,0.5,1.6464960598735763,21,90.48,2.0764396190163876
RENDERUSDT,30,-1.5,0.6,1.5826130598735761,20,90.0,2.0346744463825073
RENDERUSDT,30,-2.0,0.5,0.3510236432039774,2,100.0,inf
RENDERUSDT,30,-2.0,0.6,0.3510236432039774,2,100.0,inf
RENDERUSDT,30,-2.5,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,30,-2.5,0.6,0.0638829999999996,1,100.0,inf
RENDERUSDT,50,-1.5,0.5,-0.6008267736679749,12,75.0,0.7110819107895672
RENDERUSDT,50,-1.5,0.6,-0.6008267736679749,12,75.0,0.7110819107895672
RENDERUSDT,50,-2.0,0.5,0.613213072404695,8,87.5,1.831172253064373
RENDERUSDT,50,-2.0,0.6,0.613213072404695,8,87.5,1.831172253064373
RENDERUSDT,50,-2.5,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,50,-2.5,0.6,0.0638829999999996,1,100.0,inf
FILUSDT,20,-1.5,0.5,0.7046607701224934,70,81.43,1.1095618750793268
FILUSDT,20,-1.5,0.6,-0.2064510928229743,64,79.69,0.9681552426569154
FILUSDT,20,-2.0,0.5,0.1964143676676759,11,81.82,1.2374491137087047
FILUSDT,20,-2.0,0.6,0.1325313676676773,10,80.0,1.160219724070987
FILUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
FILUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
FILUSDT,30,-1.5,0.5,0.7490923883087304,69,84.06,1.1277463297625043
FILUSDT,30,-1.5,0.6,-0.4283270340660263,63,80.95,0.9301853651688206
FILUSDT,30,-2.0,0.5,-0.5246210248277186,19,78.95,0.7490234044826595
FILUSDT,30,-2.0,0.6,-0.6671597425604078,17,76.47,0.6808334532360327
FILUSDT,30,-2.5,0.5,0.0,0,0.0,0.0
FILUSDT,30,-2.5,0.6,0.0,0,0.0,0.0
FILUSDT,50,-1.5,0.5,4.948128882221614,59,91.53,3.214831965829748
FILUSDT,50,-1.5,0.6,3.845838983296799,56,89.29,2.470278535955791
FILUSDT,50,-2.0,0.5,0.3965418218241134,17,82.35,1.285545520476489
FILUSDT,50,-2.0,0.6,-0.17373044255703052,16,75.0,0.9043571677308262
FILUSDT,50,-2.5,0.5,-0.3761772951682882,5,60.0,0.5452320194509496
FILUSDT,50,-2.5,0.6,-0.4548330129009783,4,50.0,0.45014360669618897
